news_id,titulo,investigador_id,nombre,departamento,grupos,nombre_oficial
267,El G-9 distingue con su Premio de Investigación en Estudios de Género un TFM de la Universidad de Oviedo sobre la violencia obstétrica en Nigeria,https://portalinvestigacion.uniovi.es/investigadores/217758/detalle,MARIA CONCEPCION LOPEZ DIAZ,Matemáticas,"Grupo de Investigación en Algebra, Codificación y Criptografía",MARIA CONCEPCION LOPEZ DIAZ
268,Tres investigadores de la Universidad de Oviedo reciben distinciones en el XXI Certamen Universitario Arquímedes,https://portalinvestigacion.uniovi.es/investigadores/219224/detalle,MARIA JOSE PEREZ FERNANDEZ,Física,Magnetismo de Materiales y Nanomateriales,MARIA JOSE PEREZ FERNANDEZ
268,Tres investigadores de la Universidad de Oviedo reciben distinciones en el XXI Certamen Universitario Arquímedes,https://portalinvestigacion.uniovi.es/investigadores/218886/detalle,DAVID ROIZ DEL VALLE,Bioquímica y Biología Molecular,"Genomas, Cáncer y Envejecimiento",DAVID ROIZ DEL VALLE
268,Tres investigadores de la Universidad de Oviedo reciben distinciones en el XXI Certamen Universitario Arquímedes,https://portalinvestigacion.uniovi.es/investigadores/2353845/detalle,SAMUEL PIS VIGIL,Bioquímica y Biología Molecular,"Genomas, Cáncer y Envejecimiento",SAMUEL PIS VIGIL
268,Tres investigadores de la Universidad de Oviedo reciben distinciones en el XXI Certamen Universitario Arquímedes,https://portalinvestigacion.uniovi.es/investigadores/218297/detalle,MARIA JOSE PEREZ VILLADONIGA,,"Economics of Leisure, Culture and Sports | Escenarios para el Arte",MARIA JOSE PEREZ VILLADONIGA
268,Tres investigadores de la Universidad de Oviedo reciben distinciones en el XXI Certamen Universitario Arquímedes,https://portalinvestigacion.uniovi.es/investigadores/219253/detalle,ALEJANDRO PIÑEIRO UGALDE,Bioquímica y Biología Molecular,"Genomas, Cáncer y Envejecimiento",ALEJANDRO PIÑEIRO UGALDE
268,Tres investigadores de la Universidad de Oviedo reciben distinciones en el XXI Certamen Universitario Arquímedes,https://portalinvestigacion.uniovi.es/investigadores/218142/detalle,MARIA DEL CARMEN PEREZ RIU,"Filología Inglesa, Francesa y Alemana","Literatura, Identidad y Traducción Cultural",MARIA DEL CARMEN PEREZ RIU
268,Tres investigadores de la Universidad de Oviedo reciben distinciones en el XXI Certamen Universitario Arquímedes,https://portalinvestigacion.uniovi.es/investigadores/218133/detalle,MARIA DEL HENAR PEREZ HERRERO,Ciencias de la Educación,Evaluación en Educación Secundaria y Superior,MARIA DEL HENAR PEREZ HERRERO
268,Tres investigadores de la Universidad de Oviedo reciben distinciones en el XXI Certamen Universitario Arquímedes,https://portalinvestigacion.uniovi.es/investigadores/218138/detalle,MARIA TRINIDAD PEREZ MENDEZ,Biología de Organismos y Sistemas,Aula de Investigación sobre Recursos Naturales,MARIA TRINIDAD PEREZ MENDEZ
268,Tres investigadores de la Universidad de Oviedo reciben distinciones en el XXI Certamen Universitario Arquímedes,https://portalinvestigacion.uniovi.es/investigadores/218027/detalle,VICTOR QUESADA FERNANDEZ,Bioquímica y Biología Molecular,"Genomas, Cáncer y Envejecimiento",VICTOR QUESADA FERNANDEZ
268,Tres investigadores de la Universidad de Oviedo reciben distinciones en el XXI Certamen Universitario Arquímedes,https://portalinvestigacion.uniovi.es/investigadores/219324/detalle,YURI ALVAREZ LOPEZ,"Ingeniería Eléctrica, Electrónica, de Comunicaciones y de Sistemas (DIEECS)",Teoría de la Señal y Comunicaciones,YURI ALVAREZ LOPEZ
268,Tres investigadores de la Universidad de Oviedo reciben distinciones en el XXI Certamen Universitario Arquímedes,https://portalinvestigacion.uniovi.es/investigadores/217730/detalle,Jaime Laviada,"Ingeniería Eléctrica, Electrónica, de Comunicaciones y de Sistemas (DIEECS)",Teoría de la Señal y Comunicaciones,Jaime Laviada
268,Tres investigadores de la Universidad de Oviedo reciben distinciones en el XXI Certamen Universitario Arquímedes,https://portalinvestigacion.uniovi.es/investigadores/216951/detalle,MARIA ESTHER ALVAREZ LOPEZ,,"Intersecciones: Literaturas, Culturas y Teorías Contemporáneas",MARIA ESTHER ALVAREZ LOPEZ
268,Tres investigadores de la Universidad de Oviedo reciben distinciones en el XXI Certamen Universitario Arquímedes,https://portalinvestigacion.uniovi.es/investigadores/1095803/detalle,JOSE MARIA PEREZ BELLA,Construcción e Ingeniería de Fabricación,"Grupo de Investigación en Construcción Sostenible, Simulación y Ensayo",JOSE MARIA PEREZ BELLA
268,Tres investigadores de la Universidad de Oviedo reciben distinciones en el XXI Certamen Universitario Arquímedes,https://portalinvestigacion.uniovi.es/investigadores/219225/detalle,MARIA DEL ROCIO PEREZ GAÑAN,Sociología,Grupo de Investigación en Sociología de la Alimentación,MARIA DEL ROCIO PEREZ GAÑAN
268,Tres investigadores de la Universidad de Oviedo reciben distinciones en el XXI Certamen Universitario Arquímedes,https://portalinvestigacion.uniovi.es/investigadores/219245/detalle,MARIA ISABEL PEREZ RAMOS,,"Intersecciones: Literaturas, Culturas y Teorías Contemporáneas",MARIA ISABEL PEREZ RAMOS
268,Tres investigadores de la Universidad de Oviedo reciben distinciones en el XXI Certamen Universitario Arquímedes,https://portalinvestigacion.uniovi.es/investigadores/218128/detalle,JOSE MARIA PEREZ FREIJE,Bioquímica y Biología Molecular,"Genomas, Cáncer y Envejecimiento",JOSE MARIA PEREZ FREIJE
268,Tres investigadores de la Universidad de Oviedo reciben distinciones en el XXI Certamen Universitario Arquímedes,https://portalinvestigacion.uniovi.es/investigadores/1116437/detalle,YOLANDA ALVAREZ LOPEZ,Física,Magnetismo de Materiales y Nanomateriales,YOLANDA ALVAREZ LOPEZ
268,Tres investigadores de la Universidad de Oviedo reciben distinciones en el XXI Certamen Universitario Arquímedes,https://portalinvestigacion.uniovi.es/investigadores/2014345/detalle,ANTONIO GARCIA-BERNARDO TARTIERE,Bioquímica y Biología Molecular,"Genomas, Cáncer y Envejecimiento",ANTONIO GARCIA-BERNARDO TARTIERE
269,La Sala de Exposiciones de la Universidad de Oviedo se abre a las emociones de Marcos Tamargo para cerrar el año,https://portalinvestigacion.uniovi.es/investigadores/219562/detalle,MARIA PILAR GARCES GARCIA,"Filología Inglesa, Francesa y Alemana","Grupo ""Otras Lenguas"" de Investigación en Estudios Ingleses, Franceses, Alemanes, Portugueses, Italianos y Neogriegos: Intersecciones Histórico-literarias y Fenómenos de Proyección y Recepción Cultural",MARIA PILAR GARCES GARCIA
269,La Sala de Exposiciones de la Universidad de Oviedo se abre a las emociones de Marcos Tamargo para cerrar el año,https://portalinvestigacion.uniovi.es/investigadores/217061/detalle,LUIS PEDRO FERNANDEZ GONZALEZ,Geología,Geofísica y Tectónica,LUIS PEDRO FERNANDEZ GONZALEZ
269,La Sala de Exposiciones de la Universidad de Oviedo se abre a las emociones de Marcos Tamargo para cerrar el año,https://portalinvestigacion.uniovi.es/investigadores/218536/detalle,IGNACIO VILLAVERDE MENENDEZ,Derecho Público,Derechos Fundamentales y Constitución,IGNACIO VILLAVERDE MENENDEZ
269,La Sala de Exposiciones de la Universidad de Oviedo se abre a las emociones de Marcos Tamargo para cerrar el año,https://portalinvestigacion.uniovi.es/investigadores/219971/detalle,JOSE LUIS FERNANDEZ MARTIN,Medicina,"Metabolismo Óseo, Vascular, Enfermedades Inflamatorias Crónicas y Biomarcadores",JOSE LUIS FERNANDEZ MARTIN
269,La Sala de Exposiciones de la Universidad de Oviedo se abre a las emociones de Marcos Tamargo para cerrar el año,https://portalinvestigacion.uniovi.es/investigadores/218879/detalle,LUIS JAVIER FERNANDEZ MENENDEZ,Física,"Grupo de Espectroscopia, Láseres y Plasmas",LUIS JAVIER FERNANDEZ MENENDEZ
269,La Sala de Exposiciones de la Universidad de Oviedo se abre a las emociones de Marcos Tamargo para cerrar el año,https://portalinvestigacion.uniovi.es/investigadores/217593/detalle,LUIS ANTONIO FERNANDEZ VILLAZON,Derecho Privado y de la Empresa,Grupo de Investigación en Derecho Social de la Universidad de Oviedo,LUIS ANTONIO FERNANDEZ VILLAZON
269,La Sala de Exposiciones de la Universidad de Oviedo se abre a las emociones de Marcos Tamargo para cerrar el año,https://portalinvestigacion.uniovi.es/investigadores/1095823/detalle,RODRIGO CUETO GARCIA,Historia,Grupo de Investigación en Historia Sociocultural,RODRIGO CUETO GARCIA
269,La Sala de Exposiciones de la Universidad de Oviedo se abre a las emociones de Marcos Tamargo para cerrar el año,https://portalinvestigacion.uniovi.es/investigadores/217634/detalle,JUAN LUIS FERNANDEZ MARTINEZ,Matemáticas,"Grupo de Problemas Inversos, Optimizaciòn y Aprendizaje Automático",JUAN LUIS FERNANDEZ MARTINEZ
269,La Sala de Exposiciones de la Universidad de Oviedo se abre a las emociones de Marcos Tamargo para cerrar el año,https://portalinvestigacion.uniovi.es/investigadores/217632/detalle,OSCAR LUIS FERNANDEZ MARQUEZ,Derecho Privado y de la Empresa,Grupo de Investigación en Derecho Social de la Universidad de Oviedo,OSCAR LUIS FERNANDEZ MARQUEZ
270,La Asamblea General de CRUE aborda los principales retos del sistema universitario,https://portalinvestigacion.uniovi.es/investigadores/218536/detalle,IGNACIO VILLAVERDE MENENDEZ,Derecho Público,Derechos Fundamentales y Constitución,IGNACIO VILLAVERDE MENENDEZ
271,Día Internacional de la Eliminación de la Violencia contra la Mujer,https://portalinvestigacion.uniovi.es/investigadores/218536/detalle,IGNACIO VILLAVERDE MENENDEZ,Derecho Público,Derechos Fundamentales y Constitución,IGNACIO VILLAVERDE MENENDEZ
271,Día Internacional de la Eliminación de la Violencia contra la Mujer,https://portalinvestigacion.uniovi.es/investigadores/218231/detalle,EVA MARIA MENENDEZ SEBASTIAN,Derecho Público,"Servicios Públicos, Administraciones y Garantías",EVA MARIA MENENDEZ SEBASTIAN
271,Día Internacional de la Eliminación de la Violencia contra la Mujer,https://portalinvestigacion.uniovi.es/investigadores/218232/detalle,MARIA DE LA PAZ MENENDEZ SEBASTIAN,Derecho Privado y de la Empresa,Grupo de Investigación en Derecho Social de la Universidad de Oviedo,MARIA DE LA PAZ MENENDEZ SEBASTIAN
272,La Universidad de Oviedo y la empresa china Sino-Foundry Refractory crean una cátedra para impulsar la investigación en sostenibilidad de materiales refractarios,https://portalinvestigacion.uniovi.es/investigadores/217811/detalle,SUSANA LUQUE RODRIGUEZ,Química Física y Analítica,"Nanopartículas, Membranas y Bioanálisis",SUSANA LUQUE RODRIGUEZ
272,La Universidad de Oviedo y la empresa china Sino-Foundry Refractory crean una cátedra para impulsar la investigación en sostenibilidad de materiales refractarios,https://portalinvestigacion.uniovi.es/investigadores/218536/detalle,IGNACIO VILLAVERDE MENENDEZ,Derecho Público,Derechos Fundamentales y Constitución,IGNACIO VILLAVERDE MENENDEZ
272,La Universidad de Oviedo y la empresa china Sino-Foundry Refractory crean una cátedra para impulsar la investigación en sostenibilidad de materiales refractarios,https://portalinvestigacion.uniovi.es/investigadores/218679/detalle,ALVARO RUBIO ORDOÑEZ,Geología,Geofísica y Tectónica,ALVARO RUBIO ORDOÑEZ
272,La Universidad de Oviedo y la empresa china Sino-Foundry Refractory crean una cátedra para impulsar la investigación en sostenibilidad de materiales refractarios,https://portalinvestigacion.uniovi.es/investigadores/217221/detalle,VERONICA CAÑAL FERNANDEZ,Economía Cuantitativa,Grupo de Decisión Multicriterio Universidad de Oviedo,VERONICA CAÑAL FERNANDEZ
272,La Universidad de Oviedo y la empresa china Sino-Foundry Refractory crean una cátedra para impulsar la investigación en sostenibilidad de materiales refractarios,https://portalinvestigacion.uniovi.es/investigadores/217331/detalle,BEGOÑA FERNANDEZ PEREZ,,Biogeoquímica Ambiental y Materias Primas Minerales,BEGOÑA FERNANDEZ PEREZ
272,La Universidad de Oviedo y la empresa china Sino-Foundry Refractory crean una cátedra para impulsar la investigación en sostenibilidad de materiales refractarios,https://portalinvestigacion.uniovi.es/investigadores/1116381/detalle,ADRIANA REMEDIOS SUAREZ CORONA,Matemáticas,"Grupo de Investigación en Algebra, Codificación y Criptografía",ADRIANA REMEDIOS SUAREZ CORONA
273,El rector defiende la capacidad de la universidad para cambiar las vidas y mejorar el mundo con motivo de la festividad de Santa Catalina de Alejandría,https://portalinvestigacion.uniovi.es/investigadores/218536/detalle,IGNACIO VILLAVERDE MENENDEZ,Derecho Público,Derechos Fundamentales y Constitución,IGNACIO VILLAVERDE MENENDEZ
273,El rector defiende la capacidad de la universidad para cambiar las vidas y mejorar el mundo con motivo de la festividad de Santa Catalina de Alejandría,https://portalinvestigacion.uniovi.es/investigadores/217429/detalle,JAVIER GARCIA MARTINEZ,,Autogestión de Sistemas Informáticos | Ingeniería de Computadores,JAVIER GARCIA MARTINEZ
273,El rector defiende la capacidad de la universidad para cambiar las vidas y mejorar el mundo con motivo de la festividad de Santa Catalina de Alejandría,https://portalinvestigacion.uniovi.es/investigadores/217553/detalle,JAVIER GARCIA AMEZ,Ciencias Jurídicas Básicas,Grupo de Investigación de Ciencias Penales y Criminologicas,JAVIER GARCIA AMEZ
273,El rector defiende la capacidad de la universidad para cambiar las vidas y mejorar el mundo con motivo de la festividad de Santa Catalina de Alejandría,https://portalinvestigacion.uniovi.es/investigadores/219790/detalle,ALFONSO PALACIO ALVAREZ,Historia del Arte y Musicología,Grupo de Investigación Ceán Bermúdez,ALFONSO PALACIO ALVAREZ
273,El rector defiende la capacidad de la universidad para cambiar las vidas y mejorar el mundo con motivo de la festividad de Santa Catalina de Alejandría,https://portalinvestigacion.uniovi.es/investigadores/217425/detalle,JAVIER GARCIA LUENGO,Derecho Público,Derecho Administrativo,JAVIER GARCIA LUENGO
273,El rector defiende la capacidad de la universidad para cambiar las vidas y mejorar el mundo con motivo de la festividad de Santa Catalina de Alejandría,https://portalinvestigacion.uniovi.es/investigadores/217419/detalle,SANTIAGO GARCIA GRANDA,Ciencias de la Educación,"Síntesis, Estructura y Aplicación Tecnológica de Materiales",SANTIAGO GARCIA GRANDA
273,El rector defiende la capacidad de la universidad para cambiar las vidas y mejorar el mundo con motivo de la festividad de Santa Catalina de Alejandría,https://portalinvestigacion.uniovi.es/investigadores/217981/detalle,VICENTE GOTOR FERNANDEZ,Química Orgánica e Inorgánica,Grupo de Química Bioorgánica,VICENTE GOTOR FERNANDEZ
273,El rector defiende la capacidad de la universidad para cambiar las vidas y mejorar el mundo con motivo de la festividad de Santa Catalina de Alejandría,https://portalinvestigacion.uniovi.es/investigadores/219166/detalle,JAVIER GARCIA FERNANDEZ,Física,Magnetismo de Materiales y Nanomateriales,JAVIER GARCIA FERNANDEZ
274,"El flamenco, las poetas del 27, las comparsas de Cádiz y el repentismo se unen en los enCOHENtros 2025 de la Cátedra Leonard Cohen",https://portalinvestigacion.uniovi.es/investigadores/219152/detalle,MARTA SOLEDAD GARCIA RODRIGUEZ,Ciencias de la Educación,Teaching and Curriculum Group,MARTA SOLEDAD GARCIA RODRIGUEZ
274,"El flamenco, las poetas del 27, las comparsas de Cádiz y el repentismo se unen en los enCOHENtros 2025 de la Cátedra Leonard Cohen",https://portalinvestigacion.uniovi.es/investigadores/217553/detalle,JAVIER GARCIA AMEZ,Ciencias Jurídicas Básicas,Grupo de Investigación de Ciencias Penales y Criminologicas,JAVIER GARCIA AMEZ
274,"El flamenco, las poetas del 27, las comparsas de Cádiz y el repentismo se unen en los enCOHENtros 2025 de la Cátedra Leonard Cohen",https://portalinvestigacion.uniovi.es/investigadores/217429/detalle,JAVIER GARCIA MARTINEZ,,Autogestión de Sistemas Informáticos | Ingeniería de Computadores,JAVIER GARCIA MARTINEZ
274,"El flamenco, las poetas del 27, las comparsas de Cádiz y el repentismo se unen en los enCOHENtros 2025 de la Cátedra Leonard Cohen",https://portalinvestigacion.uniovi.es/investigadores/217162/detalle,JOSE MANUEL ERRASTI PEREZ,Psicología,Ciencia y Divulgación en Prevención y Salud Mental,JOSE MANUEL ERRASTI PEREZ
274,"El flamenco, las poetas del 27, las comparsas de Cádiz y el repentismo se unen en los enCOHENtros 2025 de la Cátedra Leonard Cohen",https://portalinvestigacion.uniovi.es/investigadores/217982/detalle,JAVIER GRACIA RODRIGUEZ,Explotación y Prospección de Minas,Grupo de Modelización Matemática Aplicada,JAVIER GRACIA RODRIGUEZ
274,"El flamenco, las poetas del 27, las comparsas de Cádiz y el repentismo se unen en los enCOHENtros 2025 de la Cátedra Leonard Cohen",https://portalinvestigacion.uniovi.es/investigadores/1010293/detalle,MIGUEL FERNANDEZ TURUELO,Historia,Grupo de Investigación en Historia Sociocultural,MIGUEL FERNANDEZ TURUELO
274,"El flamenco, las poetas del 27, las comparsas de Cádiz y el repentismo se unen en los enCOHENtros 2025 de la Cátedra Leonard Cohen",https://portalinvestigacion.uniovi.es/investigadores/217425/detalle,JAVIER GARCIA LUENGO,Derecho Público,Derecho Administrativo,JAVIER GARCIA LUENGO
274,"El flamenco, las poetas del 27, las comparsas de Cádiz y el repentismo se unen en los enCOHENtros 2025 de la Cátedra Leonard Cohen",https://portalinvestigacion.uniovi.es/investigadores/217053/detalle,MIGUEL FERNANDEZ GARCIA,"Ingeniería Eléctrica, Electrónica, de Comunicaciones y de Sistemas (DIEECS)",Teoría de la Señal y Comunicaciones,MIGUEL FERNANDEZ GARCIA
274,"El flamenco, las poetas del 27, las comparsas de Cádiz y el repentismo se unen en los enCOHENtros 2025 de la Cátedra Leonard Cohen",https://portalinvestigacion.uniovi.es/investigadores/218112/detalle,MIRIAM PERANDONES LOZANO,Historia del Arte y Musicología,"Edición, Investigación y Análisis del Patrimonio Musical Español XIX - XX",MIRIAM PERANDONES LOZANO
274,"El flamenco, las poetas del 27, las comparsas de Cádiz y el repentismo se unen en los enCOHENtros 2025 de la Cátedra Leonard Cohen",https://portalinvestigacion.uniovi.es/investigadores/219166/detalle,JAVIER GARCIA FERNANDEZ,Física,Magnetismo de Materiales y Nanomateriales,JAVIER GARCIA FERNANDEZ
274,"El flamenco, las poetas del 27, las comparsas de Cádiz y el repentismo se unen en los enCOHENtros 2025 de la Cátedra Leonard Cohen",https://portalinvestigacion.uniovi.es/investigadores/218220/detalle,FAUSTINO JOSE NUÑEZ BATALLA,No especificado,,FAUSTINO JOSE NUÑEZ BATALLA
274,"El flamenco, las poetas del 27, las comparsas de Cádiz y el repentismo se unen en los enCOHENtros 2025 de la Cátedra Leonard Cohen",https://portalinvestigacion.uniovi.es/investigadores/219706/detalle,MIGUEL ANTONIO FERNANDEZ MARQUEZ,Biología de Organismos y Sistemas,"Biodiversidad, Conservación y Filogeografía de Plantas Vasculares",MIGUEL ANTONIO FERNANDEZ MARQUEZ
274,"El flamenco, las poetas del 27, las comparsas de Cádiz y el repentismo se unen en los enCOHENtros 2025 de la Cátedra Leonard Cohen",https://portalinvestigacion.uniovi.es/investigadores/217451/detalle,MIGUEL GARCIA RODRIGUEZ,Informática,Computational Reflection Research Group,MIGUEL GARCIA RODRIGUEZ
274,"El flamenco, las poetas del 27, las comparsas de Cádiz y el repentismo se unen en los enCOHENtros 2025 de la Cátedra Leonard Cohen",https://portalinvestigacion.uniovi.es/investigadores/217452/detalle,NURIA GARCIA RODRIGUEZ,Administración de Empresas,Smart Marketing Advances in Research and Theory,NURIA GARCIA RODRIGUEZ
274,"El flamenco, las poetas del 27, las comparsas de Cádiz y el repentismo se unen en los enCOHENtros 2025 de la Cátedra Leonard Cohen",https://portalinvestigacion.uniovi.es/investigadores/216905/detalle,DEBORA ARECES MARTINEZ,Psicología,"Grupo de Aprendizaje Escolar, Dificultades y Rendimiento Académico",DEBORA ARECES MARTINEZ
274,"El flamenco, las poetas del 27, las comparsas de Cádiz y el repentismo se unen en los enCOHENtros 2025 de la Cátedra Leonard Cohen",https://portalinvestigacion.uniovi.es/investigadores/217449/detalle,JORGE GARCIA RODRIGUEZ,No especificado,,JORGE GARCIA RODRIGUEZ
274,"El flamenco, las poetas del 27, las comparsas de Cádiz y el repentismo se unen en los enCOHENtros 2025 de la Cátedra Leonard Cohen",https://portalinvestigacion.uniovi.es/investigadores/220157/detalle,MARIA ESTEBAN GARCIA,Psicología,"Grupo de Aprendizaje Escolar, Dificultades y Rendimiento Académico",MARIA ESTEBAN GARCIA
275,La Universidad de Oviedo renueva su Consejo Asesor de Políticas Universitarias con 11 perfiles vinculados a la investigación y a la empresa,https://portalinvestigacion.uniovi.es/investigadores/218536/detalle,IGNACIO VILLAVERDE MENENDEZ,Derecho Público,Derechos Fundamentales y Constitución,IGNACIO VILLAVERDE MENENDEZ
275,La Universidad de Oviedo renueva su Consejo Asesor de Políticas Universitarias con 11 perfiles vinculados a la investigación y a la empresa,https://portalinvestigacion.uniovi.es/investigadores/217811/detalle,SUSANA LUQUE RODRIGUEZ,Química Física y Analítica,"Nanopartículas, Membranas y Bioanálisis",SUSANA LUQUE RODRIGUEZ
275,La Universidad de Oviedo renueva su Consejo Asesor de Políticas Universitarias con 11 perfiles vinculados a la investigación y a la empresa,https://portalinvestigacion.uniovi.es/investigadores/2497783/detalle,JUAN ANTONIO DE ABOL BRASON VAZQUEZ DE PRADA,Explotación y Prospección de Minas,Grupo de Modelización Matemática Aplicada,JUAN ANTONIO DE ABOL BRASON VAZQUEZ DE PRADA
275,La Universidad de Oviedo renueva su Consejo Asesor de Políticas Universitarias con 11 perfiles vinculados a la investigación y a la empresa,https://portalinvestigacion.uniovi.es/investigadores/1010273/detalle,IRENE DIAZ MARTINEZ,Historia,Grupo de Investigación en Historia Sociocultural,IRENE DIAZ MARTINEZ
275,La Universidad de Oviedo renueva su Consejo Asesor de Políticas Universitarias con 11 perfiles vinculados a la investigación y a la empresa,https://portalinvestigacion.uniovi.es/investigadores/217419/detalle,SANTIAGO GARCIA GRANDA,Ciencias de la Educación,"Síntesis, Estructura y Aplicación Tecnológica de Materiales",SANTIAGO GARCIA GRANDA
275,La Universidad de Oviedo renueva su Consejo Asesor de Políticas Universitarias con 11 perfiles vinculados a la investigación y a la empresa,https://portalinvestigacion.uniovi.es/investigadores/217981/detalle,VICENTE GOTOR FERNANDEZ,Química Orgánica e Inorgánica,Grupo de Química Bioorgánica,VICENTE GOTOR FERNANDEZ
275,La Universidad de Oviedo renueva su Consejo Asesor de Políticas Universitarias con 11 perfiles vinculados a la investigación y a la empresa,https://portalinvestigacion.uniovi.es/investigadores/218210/detalle,MARIA DEL ROSARIO NEIRA PIÑEIRO,Ciencias de la Educación,Gi Tecn@: Tecnología y Aprendizaje,MARIA DEL ROSARIO NEIRA PIÑEIRO
275,La Universidad de Oviedo renueva su Consejo Asesor de Políticas Universitarias con 11 perfiles vinculados a la investigación y a la empresa,https://portalinvestigacion.uniovi.es/investigadores/217283/detalle,JOSE MIGUEL ARIAS BLANCO,Ciencias de la Educación,Evaluación en Educación Secundaria y Superior,JOSE MIGUEL ARIAS BLANCO
275,La Universidad de Oviedo renueva su Consejo Asesor de Políticas Universitarias con 11 perfiles vinculados a la investigación y a la empresa,https://portalinvestigacion.uniovi.es/investigadores/217169/detalle,ANGEL ESPINIELLA MENENDEZ,Derecho Privado y de la Empresa,Grupo de Derecho Internacional Privado de la Universidad de Oviedo,ANGEL ESPINIELLA MENENDEZ
275,La Universidad de Oviedo renueva su Consejo Asesor de Políticas Universitarias con 11 perfiles vinculados a la investigación y a la empresa,https://portalinvestigacion.uniovi.es/investigadores/217124/detalle,SUSANA IRENE DIAZ RODRIGUEZ,Estadística e Investigación Operativa y Didáctica de la Matemática,Modelización de la Incertidumbre y la Imprecisión en Teoría de la Decisión,SUSANA IRENE DIAZ RODRIGUEZ
275,La Universidad de Oviedo renueva su Consejo Asesor de Políticas Universitarias con 11 perfiles vinculados a la investigación y a la empresa,https://portalinvestigacion.uniovi.es/investigadores/216948/detalle,DIEGO JAIME ALVAREZ LAO,Geología,Procesos Geológicos Modeladores del Relieve de la Cordillera Cantábrica,DIEGO JAIME ALVAREZ LAO
276,El G9 analiza su estrategia conjunta de internacionalización en la reunión celebrada en Toledo,https://portalinvestigacion.uniovi.es/investigadores/217052/detalle,MARIA PAZ FERNANDEZ GARCIA,Física,Magnetism for Health and Environment,MARIA PAZ FERNANDEZ GARCIA
276,El G9 analiza su estrategia conjunta de internacionalización en la reunión celebrada en Toledo,https://portalinvestigacion.uniovi.es/investigadores/1095867/detalle,MARIA ELENA FERNANDEZ IGLESIAS,Estadística e Investigación Operativa y Didáctica de la Matemática,Grupo de Investigación en Riesgos Naturales,MARIA ELENA FERNANDEZ IGLESIAS
276,El G9 analiza su estrategia conjunta de internacionalización en la reunión celebrada en Toledo,https://portalinvestigacion.uniovi.es/investigadores/219659/detalle,ANA SUAREZ SANCHEZ,Explotación y Prospección de Minas,Grupo de Modelización Matemática Aplicada,ANA SUAREZ SANCHEZ
276,El G9 analiza su estrategia conjunta de internacionalización en la reunión celebrada en Toledo,https://portalinvestigacion.uniovi.es/investigadores/218602/detalle,ANA SUAREZ VAZQUEZ,Administración de Empresas,Smart Marketing Advances in Research and Theory,ANA SUAREZ VAZQUEZ
276,El G9 analiza su estrategia conjunta de internacionalización en la reunión celebrada en Toledo,https://portalinvestigacion.uniovi.es/investigadores/217511/detalle,MARIA ARANZAZU FERNANDEZ RODRIGUEZ,Sociología,"Género, Economía, Salud y Sociedad",MARIA ARANZAZU FERNANDEZ RODRIGUEZ
276,El G9 analiza su estrategia conjunta de internacionalización en la reunión celebrada en Toledo,https://portalinvestigacion.uniovi.es/investigadores/217057/detalle,JESUS MARIA FERNANDEZ GOMEZ,No especificado,,JESUS MARIA FERNANDEZ GOMEZ
276,El G9 analiza su estrategia conjunta de internacionalización en la reunión celebrada en Toledo,https://portalinvestigacion.uniovi.es/investigadores/217047/detalle,CARMEN MARIA FERNANDEZ GARCIA,Ciencias de la Educación,Grupo de Análisis Sociológico y Cultural de los Procesos Escolares y Educativos,CARMEN MARIA FERNANDEZ GARCIA
276,El G9 analiza su estrategia conjunta de internacionalización en la reunión celebrada en Toledo,https://portalinvestigacion.uniovi.es/investigadores/217325/detalle,MARIA ZULIMA FERNANDEZ MUÑIZ,Matemáticas,"Grupo de Problemas Inversos, Optimizaciòn y Aprendizaje Automático",MARIA ZULIMA FERNANDEZ MUÑIZ
276,El G9 analiza su estrategia conjunta de internacionalización en la reunión celebrada en Toledo,https://portalinvestigacion.uniovi.es/investigadores/217019/detalle,MARIA DEL MAR FERNANDEZ ALVAREZ,Medicina,"Entorno, Conductas y Salud",MARIA DEL MAR FERNANDEZ ALVAREZ
276,El G9 analiza su estrategia conjunta de internacionalización en la reunión celebrada en Toledo,https://portalinvestigacion.uniovi.es/investigadores/218860/detalle,MARIA FERNANDEZ DEL VALLE,Biología Funcional,Intervenciones Traslacionales para la Salud,MARIA FERNANDEZ DEL VALLE
276,El G9 analiza su estrategia conjunta de internacionalización en la reunión celebrada en Toledo,https://portalinvestigacion.uniovi.es/investigadores/218457/detalle,ANA SUAREZ ALVAREZ,Economía Aplicada,Modelización Econométrica y Predicción,ANA SUAREZ ALVAREZ
276,El G9 analiza su estrategia conjunta de internacionalización en la reunión celebrada en Toledo,https://portalinvestigacion.uniovi.es/investigadores/218465/detalle,ANA MARIA SUAREZ DIAZ,Biología Funcional,Investigación Básica y Traslacional en Enfermedades Inflamatorias,ANA MARIA SUAREZ DIAZ
276,El G9 analiza su estrategia conjunta de internacionalización en la reunión celebrada en Toledo,https://portalinvestigacion.uniovi.es/investigadores/219850/detalle,MARIA FERNANDEZ DIAZ,Biología Funcional,Investigación en Fisiopatología del Envejecimiento y la Fertilidad Femeninas,MARIA FERNANDEZ DIAZ
276,El G9 analiza su estrategia conjunta de internacionalización en la reunión celebrada en Toledo,https://portalinvestigacion.uniovi.es/investigadores/217038/detalle,MARIA FERNANDEZ FERREIRO,Filología Española,Grupo de Estudios Cervantinos,MARIA FERNANDEZ FERREIRO
